카타, 93, 182
타가, 54, 185
파가, 51, 173
차타, 40, 199
타아, 53, 148
마다, 98, 186
사가, 45, 175
차마, 72, 167
사자, 48, 143
카파, 95, 152
아타, 86, 181
자사, 54, 185
라가, 45, 198
타나, 61, 164
라라, 97, 181
마가, 43, 194
마아, 76, 190
나타, 44, 165
라하, 92, 168
다자, 98, 153
파하, 82, 187
사아, 60, 152
마다, 42, 185
차사, 87, 154
하자, 62, 172
다아, 88, 199
바사, 77, 190
아사, 73, 172
다하, 62, 169
타나, 99, 159
자바, 88, 152
사라, 53, 192
카하, 82, 167
타다, 48, 189
나차, 48, 175
카하, 90, 187
바나, 84, 175
다파, 76, 165
라가, 46, 172
라사, 88, 181
파파, 79, 183
바가, 71, 142
차자, 63, 195
타다, 87, 197
하마, 59, 170
바바, 46, 180
라카, 96, 150
마바, 46, 162
바나, 96, 157
바타, 94, 191
사자, 97, 159
자자, 86, 193
카하, 60, 187
하나, 68, 193
차마, 42, 167
다나, 76, 146
마나, 94, 148
아사, 43, 156
바아, 40, 195
하하, 87, 166
하가, 84, 167
가차, 72, 160
차파, 75, 192
아하, 44, 159
바하, 70, 147
타바, 92, 195
차가, 92, 145
다카, 69, 170
마나, 84, 175
다라, 51, 144
하카, 69, 168
나파, 44, 195
아사, 47, 195
차차, 82, 170
자차, 69, 145
하가, 40, 163
파차, 79, 142
가자, 85, 141
가가, 84, 161
사하, 85, 158
마다, 55, 164
가파, 48, 180
자카, 50, 165
차하, 77, 153
바나, 92, 196
아나, 95, 148
바아, 69, 194
자마, 86, 167
자파, 49, 172
가나, 42, 152
가나, 80, 151
사다, 90, 184
하자, 42, 151
바라, 94, 167
라자, 73, 192
파나, 88, 195
카아, 40, 183
나가, 64, 175
바라, 42, 155
차라, 78, 149
사다, 75, 190
파하, 44, 150
다타, 90, 168
사타, 47, 196
하타, 46, 188
아파, 87, 181
타다, 72, 183
다타, 48, 140
사아, 59, 156
다마, 73, 188
차아, 86, 173
차타, 53, 198
사차, 64, 179
사나, 66, 150
바라, 76, 185
타마, 72, 144
카다, 79, 171
바파, 84, 181
가마, 96, 166
자다, 96, 192
가카, 91, 195
가파, 83, 186
사하, 56, 184
바나, 57, 144
타자, 45, 174
나자, 64, 176
나마, 42, 191
다마, 51, 151
가다, 71, 158
파바, 73, 190
아하, 72, 153
사라, 67, 197
파가, 65, 167
마차, 88, 162
나다, 87, 187
나자, 74, 185
차라, 62, 170
다마, 94, 177
마카, 60, 179
파하, 43, 165
자라, 74, 172
파카, 69, 177
다카, 43, 166
바가, 48, 172
자차, 57, 145
파다, 95, 140
라하, 59, 168
마타, 69, 178
나사, 52, 154
하파, 99, 185
마파, 68, 152
파자, 94, 171
아나, 50, 155
바나, 69, 184
파나, 90, 156
바타, 45, 146
타파, 58, 163
카마, 99, 146
파사, 78, 149
타카, 82, 169
라다, 86, 147
카라, 45, 167
나파, 77, 162
가파, 55, 178
차라, 66, 185
자파, 78, 199
파라, 79, 179
타바, 83, 190
바사, 80, 182
하라, 92, 191
차다, 48, 183
라마, 76, 167
바아, 96, 171
바아, 81, 177
카다, 45, 164
차파, 47, 199
바바, 46, 194
바다, 41, 159
바다, 59, 196
나마, 43, 145
다라, 68, 189
마나, 89, 169
하바, 53, 166
나바, 71, 168
다카, 75, 170
나나, 75, 166
파아, 87, 144
파자, 68, 155
마카, 48, 156
카아, 83, 180
카바, 56, 174
라사, 80, 198
라사, 49, 169
라가, 55, 175
타카, 98, 141
다아, 81, 158
아차, 52, 146
아가, 72, 150
차라, 48, 168
카자, 88, 192
자아, 96, 174
아라, 98, 179
마차, 43, 164
차나, 95, 150
가타, 52, 156
나카, 52, 193
사사, 89, 162
타타, 68, 174
마마, 94, 144
다바, 60, 185
타다, 76, 182
카나, 87, 182
다바, 49, 141
하나, 69, 181
파나, 47, 148
카바, 87, 162
다아, 57, 171
아하, 73, 154
차사, 54, 152
아사, 90, 187
타다, 76, 162
나마, 49, 140
타나, 40, 140
차나, 49, 176
바자, 82, 171
가나, 87, 171
마자, 44, 188
가마, 96, 199
카하, 80, 181
나자, 57, 153
바라, 76, 149
가차, 63, 143
차사, 81, 169
가하, 41, 161
사바, 99, 198
파사, 68, 172
바다, 61, 189
카아, 51, 187
가타, 57, 195
마마, 88, 195
자마, 96, 190
파아, 62, 172
카가, 53, 159
바나, 60, 199
마타, 64, 180
사아, 75, 191
자파, 86, 169
타카, 57, 155
파가, 50, 186
가라, 44, 187
가하, 50, 186
차바, 78, 149
바카, 87, 178
나자, 74, 146
다라, 76, 151
차사, 72, 178
타라, 45, 161
나차, 65, 191
바라, 45, 199
아라, 53, 148
하마, 85, 171
나카, 44, 156
마라, 56, 181
카아, 41, 140
마라, 97, 158
나아, 96, 144
차바, 67, 173
라사, 53, 184
나가, 41, 177
파차, 48, 182
카사, 96, 142
사파, 50, 191
나자, 89, 196
마타, 66, 147
가카, 46, 179
차라, 85, 154
사가, 74, 174
사자, 88, 164
타자, 49, 171
나나, 65, 172
타마, 84, 174
자하, 96, 145
나바, 97, 183
카아, 57, 170
바가, 78, 153
자자, 44, 189
카하, 63, 179
사자, 81, 160
다하, 84, 194
자사, 79, 159
자나, 84, 153
라자, 51, 140
바아, 76, 176
가가, 87, 151
자카, 58, 174
라가, 97, 195
차파, 55, 179
다하, 52, 149
사바, 80, 142
아사, 95, 149
카마, 55, 189
다카, 88, 144
카타, 78, 182
파다, 94, 143
바다, 87, 180
마하, 61, 152
차파, 57, 153
타카, 83, 197
다라, 84, 160
파가, 94, 185
아자, 82, 154
자나, 40, 141
마자, 83, 145
라사, 53, 144
파자, 78, 151
다차, 72, 163
아자, 95, 155
라아, 52, 173
자다, 95, 176
타라, 44, 192
바바, 40, 185
사사, 97, 146
차사, 64, 145
라나, 86, 156
바차, 52, 171
차나, 47, 197
다파, 66, 144
라아, 69, 173
가나, 58, 167
타사, 75, 142
바바, 66, 196
자파, 84, 170
카마, 71, 157
차다, 43, 193
마하, 62, 167
가타, 45, 140
타자, 41, 166
사라, 46, 178
라타, 64, 154
자카, 64, 182
자차, 49, 180
하나, 65, 186
타바, 46, 172
바자, 60, 155
자카, 49, 160
사마, 60, 173
하사, 47, 166
아나, 49, 177
가자, 81, 176
다카, 65, 183
가자, 48, 171
마바, 75, 168
마사, 46, 140
카파, 59, 180
파아, 55, 168
사하, 78, 172
카차, 77, 173
바다, 40, 193
아가, 55, 166
가사, 57, 161
아나, 88, 178
아타, 87, 148
자차, 41, 149
바가, 95, 178
나타, 44, 148
자자, 69, 182
타파, 68, 153
카하, 52, 174
다하, 99, 147
아라, 57, 151
타가, 80, 146
나파, 92, 198
차바, 92, 143
사가, 48, 161
차사, 80, 175
바자, 46, 188
타아, 47, 170
차가, 59, 145
가파, 95, 141
자아, 94, 195
가파, 75, 161
차바, 50, 171
가라, 67, 176
차나, 78, 151
가자, 67, 163
자나, 69, 173
다마, 58, 150
파자, 43, 189
하다, 86, 142
가사, 75, 188
사바, 58, 159
마사, 87, 190
다카, 47, 141
라바, 96, 145
사다, 74, 160
타나, 52, 195
사아, 83, 145
카자, 63, 158
아파, 61, 176
차파, 69, 166
바사, 57, 159
차카, 85, 190
하자, 65, 167
마아, 86, 187
아자, 84, 149
가바, 68, 159
차라, 47, 194
하다, 63, 156
가나, 47, 147
파라, 70, 179
라아, 95, 157
마자, 62, 147
차아, 62, 189
라마, 89, 177
다라, 57, 196
자가, 43, 160
바아, 97, 195
타카, 40, 157
카하, 44, 156
자라, 45, 151
가마, 52, 146
가가, 76, 179
아카, 66, 159
파라, 61, 198
차타, 71, 192
나사, 77, 187
하나, 74, 192
카마, 53, 185
나타, 72, 153
타아, 92, 145
사자, 79, 153
라나, 74, 181
자마, 85, 158
하아, 97, 185
파자, 43, 162
카라, 66, 190
가라, 84, 171
파아, 87, 154
마가, 77, 189
타마, 65, 173
파카, 44, 195
사카, 50, 181
사파, 44, 185
바라, 65, 183
차바, 55, 170
타하, 51, 141
타라, 85, 161
자아, 47, 180
아바, 61, 188
아하, 59, 145
가바, 65, 195
아가, 83, 149
타다, 57, 161
마자, 93, 172
가카, 51, 178
파다, 63, 158
타가, 53, 148
카나, 64, 180
라차, 75, 171
바바, 62, 172
마자, 57, 188
가자, 66, 175
타차, 55, 172
파차, 62, 194
파아, 81, 183
자하, 85, 191
카라, 56, 160
사사, 91, 194
아가, 83, 166
카바, 95, 166
다바, 45, 151
라아, 69, 193
마마, 74, 191
사카, 73, 170
나나, 81, 145
하다, 51, 148
바아, 86, 175
다자, 68, 181
자가, 41, 155
하파, 75, 156
타타, 62, 149
타아, 92, 196
마바, 62, 172
아카, 92, 166
타자, 76, 145
라타, 88, 140
나나, 73, 153
나아, 56, 175
파자, 82, 152
사아, 90, 151
가다, 58, 178
자바, 70, 160
파가, 91, 155
자라, 69, 189
라가, 86, 180
아마, 42, 152
라자, 51, 143
가라, 48, 142
아다, 49, 198
바파, 61, 167
타바, 44, 170
사아, 66, 150
라타, 58, 157
차카, 87, 175
마자, 42, 145
다나, 70, 195
파바, 40, 165
사라, 74, 198
사아, 61, 162
다라, 47, 175
라타, 81, 160
다라, 54, 148
가타, 55, 152
바하, 89, 146
파다, 56, 142
자차, 81, 196
파다, 46, 192
카파, 62, 155
마아, 93, 158
사하, 68, 162
나차, 80, 178
차사, 83, 186
